UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
16158,61110,,21-03-2020,Getting ready to go to the supermarket ????? I am slowing fucking losing it ? #Covid_19 #COVID?19 https://t.co/WuIpVI7o2B,Negative
16159,61111,"Wellington, New Zealand",21-03-2020,I bring you this update from my work at home desk after a calm supermarket shop WCC has moved to close most of its facilities and is considering increasing debt funding of costs to lower a proposed rates hike of 9 2 per cent due to Covid 19,Negative
16160,61112,"London, England",21-03-2020,"Published an update to @whichuk #wedding problems guide to include advice for anyone who's plans for their big day are being wrecked by #coronavirus. Most suppliers &amp; venues I've spoken to are offering flexibility to re-book later in year as a minimum
 https://t.co/rgeDQ8QQ0U",Negative
16162,61114,Newport,21-03-2020,  Representatives from helped deliver products donated by UK Maesglas Retail Park Store to the Christchurch Food Bank Centre to aid those more vulnerable in our society following the recent outbreak of,Negative
16163,61115,"Texas, USA",21-03-2020,E-commerce package carriers are struggling to meet parcel delivery time estimates as retailers report a surge of orders by Americans working from home according to @conveyinc https://t.co/4QZfidt4mG by @benBames in @DCVelocity,Negative
16165,61117,"Columbus, OH",21-03-2020,People thought gas prices dropping was a great thing ???????? #COVID19,Extremely Positive
16166,61118,Lincolnshire,21-03-2020,@Morrisons - Pinchbeck. Can you please put some UHT milk into your Agape food back container near your self service checkouts before restocking your shelves. #foodbank #Covid_19 #Morrison #food #supermarket,Positive
16170,61122,"Accra, Ghana",21-03-2020,It s READY Hospital grade hand sanitizer P S we strongly discourage buying in bulk and inflating the prices Getting rid of 19 is in OUR all of us best interest,Extremely Positive
16171,61123,A bunker deep under Saskatoon ,21-03-2020,Brian Zinchuk with says With oil prices crashing and the COVID 19 crisis growing greater the labour action at the Regina Refinery Complex is at an end,Negative
16172,61124,"Limerick, Ireland",21-03-2020,After special supermarket times for pensioners my second suggestion Solicitors to set up an online service to allow anyone over 50 to make a will for a minimal fee A lot of older people have this extra worry during Retweet if you agree,Positive
16173,61125,,21-03-2020,America s largest consumer electronics chain Best Buy is temporarily closing its stores It s moving to curbside delivery service as it tries to help stop the spread of the,Extremely Positive
16175,61127,Edinburgh,21-03-2020,Please please can the sector come up to the plate and help our Three or four items will not be sufficient speak to us and keep our vulnerable citizens healthy,Extremely Positive
16176,61128,"Los Angeles , CA",21-03-2020,The crisis is likely to accelerate a slow move toward automation as online demand overwhelms operations and threatens profits,Extremely Negative
16177,61129,"Los Angeles , CA",21-03-2020,"Retail Response to COVID19: Innovation in Realtime https://t.co/Hpo7UWkakl
#COVID19 #CoronavirusPandemic #Covid_19 #COVID #grocery #supermarket #innovation #technology #innovation #coronavirus #AUTOMATION #retailresponse #retail #realtime #COVID19US  #COVID?19 
#groceryindustry https://t.co/EaBIZfl8Iw",Positive
16179,61131,"Los Angeles, CA",21-03-2020,"You can still go on walks. You can still go to the grocery store. You can still pick up food from restaurants (to-go orders only). Take your pet to the veterinarian. Visit your doctor or pharmacy. Help someone else get supplies.

#LosAngelesLockdown #Covid_19 #SaferAtHome https://t.co/GBd5tLRDfy",Positive
16180,61132,"Islamabad, Pakistan",21-03-2020,"Good to know that the biggest online shopping platform of Pakistan @darazpk is taking precautionary measures in their products delivery process. WHO 's guidelines for COVID-19 are being followed

#StaySafeShopOnline",Positive
16181,61133,,21-03-2020,"Did you catch this post? Being there for each other by staying apart:  Coronavirus and social distancing We are starting to contend with COVID-19 in the United States.Â  Ag markets have fallen off sharply; futures prices for our two major commodities, https://t.co/NxO3j7OJdx",Positive
16182,61134,,21-03-2020,Not sure we are ready for a lockdown Food prices are rising How many people can survive People will die of hunger and not the virus because they won t be able to stock their houses Do you have any plans for Kaduna State How are we fighting COVID 19,Negative
16183,61135,Cariati M. Calabria,21-03-2020,Everybody keep strong we have toiletpaper  ,Positive
16184,61136,"Hargeysa,Somaliland",21-03-2020,Government Officials Check Food Prices to Prevent Price Gauging due to 19 fear via,Negative
16185,61137,,21-03-2020,You just need to stop it This nurse wasn t able to find food after a 48 hour shift in the hospital Watch her emotional plea asking people to stop panic buying 19,Extremely Negative
16186,61138,Preston,21-03-2020,I ve been thinking a lot about how i know what I know I was a little consumed by the panic amp subsequent poor behaviour in the supermarket last week but actually there have been many more instances of connection amp solidarity Time to re centre myself 19,Negative
16188,61140,"Victoria, BC, Canada",21-03-2020,"Okay, so I just checked the drug prices for #Plaquenil and #Aralen - same #Chloroquine #ChloroquinePhosphate 
#HydroxyChloroquin drugs, and they go for 34 cents to 88 cents, per pill 
#azithromycine starts at $1.05/pill #FYI 
#HydroxychloroquineAndAzythromyacinNOW 
#Covid_19 ?? https://t.co/OvyPMNSmax",Positive
16190,61142,"Ajax and Pickering, Ontario",21-03-2020,Thank you to all grocery retail and stock clerks who are working tirelessly to ensure that our food amp supply chain is uninterrupted Please don t forget to say thank you to the workers in person when you see them 19,Extremely Positive
16191,61143,"Pune, India",21-03-2020,"Everyone seems to be excited about #JanataCurfew why is no one, including opposition talking about hike in fuel prices when global oil prices are falling #Oilprices #fuelpricehike #CoronavirusOutbreakindia #CoronaCrisis @INCIndia",Negative
16192,61144,"Cochin, India",21-03-2020,The 2011 video of a special supermarket sale has been revived in the wake of COVID 19 in the UK Spain amp Belgium as well,Positive
16193,61145,,21-03-2020,@MiIndiaSupport now it's showing out of stock and also price should be low as per Indian law at this time (Covid-19). Kindly do the needful to make it available in better quality at affordable prices @consaff @jagograhakjago @irvpaswan @MiIndiaSupport htt,Extremely Positive
16194,61146,India,21-03-2020,"Petrol-diesel prices have descended from farce to tragedy. If this #coronavirus takes down this regime, then their bullheaded obtuse greedy policy on #fuelprices will be held as an example.",Extremely Negative
16195,61147,Alabama,21-03-2020,We urge you to support your local food bank!! #donate #fighthunger #COVID19 https://t.co/p2hiSkRHNV https://t.co/8bBLRYhzFZ,Positive
16197,61149,,21-03-2020,Missouri woman gives birth in the #toiletpaper aisle of #Walmart as customers cheer her on. Doctors say her timing was perfect due to the fact that it was between stampedes. #coronavirus #Trending #trend @Trevornoah @sethmeyers #TrueDat #SocialDistancing,Extremely Positive
16199,61151,UK,21-03-2020,"such luscious vegetation
such ordered growth, so fresh
for a moment, but next itÂs as if
locusts had grazed it
to the ground, crate and wood
#5lines #supermarket #poetry
#locusts #mpy #coronavirus https://t.co/lNlRyHjeMN",Positive
16200,61152,USA/EU,21-03-2020,Sometimes itÂs hard to describe why I enjoy visiting and living in Germany so much. Last visit I went to a Chinese restaurant with a friend and who walks in&amp;sits not 10ft away but Merkle. Here she is shopping in a local supermarket in Berlin:wine and toilet paper #coronavirus https://t.co/uuT1Te5wr6,Positive
16201,61153,"Arhus, Denmark",21-03-2020,"There has never been a better time to be under a #lockdown. On demand tv, social media, Skype/FaceTime etc, Food delivery etc. This comes 1.5 weeks into our lockdown, itÂs fine. Just stay at home .#CoronaCrisis #Covid_19",Negative
16202,61154,Cambodia,21-03-2020,Photo of the Week People queue at a supermarket in Singapore on March 17 amid concerns over the spread of the 19 Panic bulk buying has become a global issue with shelves emptied of goods hitting those living pay cheque to pay cheque hard Photo The Straits Times AFP,Extremely Negative
16203,61155,,21-03-2020,Panic buying is a bloody and undermined national emergency How to keep social isolation when you and everybody else need to go around many supermarkets to find basic supplies,Extremely Negative
16204,61156,"San Antonio, Texas",21-03-2020,"FUNNIES FOR UNFUNNY TIMES
Source: Mark Knight

#coronavirus #coronapocolypse #toiletpaper #toiletpapercrisis https://t.co/IgKy55e6mv",Positive
16205,61157,"West Hollywood, CA",21-03-2020,Celebrities are the last people I want to hear from during this time. They will not know or care about people who have to deal with empty grocery store shelves. I want to hear about the power and courage of the people that need our help. ?? #CoronaCrisis #Covid_19,Positive
16208,61160,"Boise, ID",21-03-2020,Your initiatives in combating the COVID 19 is very much appreciated Pls ensure that daily commodaties and essential item prices are not hiked by the local dealers and supplier,Extremely Positive
16210,61162,mainly by the sea,21-03-2020,Covid 19 Hysteria I dedicate this to all the staff putting everyone else before themselves and their families X,Negative
16211,61163,"Toronto, Canada",21-03-2020,"Last night two Dumb Things were done in my neighborhood: a rock through the grocery store window (not a robbery, just vandalism) and also this burnt-out armchair? Not at all usual shenanigans.
.
.
.
#covid_19 https://t.co/iGd0dT9lHk",Negative
16212,61164,"Toronto, Canada",21-03-2020,"Was finally going to visit the grocery store out of necessity, but some dork broke the glass door with a rock and it's closed. #Covid_19 #COVID19Ontario",Extremely Negative
16213,61165,"Melbourne, Victoria",21-03-2020,In Colombia people are currently clapping and celebrating outside their windows all people in the medical industry cleaning people garbage collectors supermarket workers all people who continue to work outside during the 19  ,Positive
16214,61166,,21-03-2020,"If you're working at a grocery store right now, I want to thank you for all that you are doing.  

To the CEOs of said grocery stores, your employees deserve the right to talk back and/or slap any customer that acts like a rude, obnoxious, ungrateful piece of shit.

#Covid_19",Extremely Negative
16215,61167,,21-03-2020,"I hope that in the future we can all see that sacrificing seeing friends in person, going to concerts or missing school functions are trivial prices to pay to protect everyoneÂs health and smaller inconveniences to bear compared to sickness. #thinkbig #coronavirus",Extremely Positive
16216,61168,,21-03-2020,"@dougducey @azfamily @Albertsons @BashasMarkets @FrysFoodStores @Safeway People please! Shop once a week, then go home! Get what you need once a week! Hoarding causes people to make multiple trips to the store and to various stores! Hoarding doesn't help!",Extremely Positive
16217,61169,,21-03-2020,#StopPanicShopping #StopHoarding #Share #Stopreselling #BeKindToEachOther #coronavirus #wewilldefeatcorona We will defeat this guys. Be vigilant. Share the goods and food. We all need things. Shop for 1 week then comeback the next week! Stop the panic buying. RT this please,Negative
16218,61170,"ZÃ¼rich, Schweiz",21-03-2020,"The epidemic spread of #Coronavirus - Stay The Fuck At HOME! #ToiletPaper won't help you!

#COVID19italia #covid_19DE #corona #StayAtHome #wirbleibenzuhause #Covid_19 #CoronaCrisis #CoronavirusPandemic https://t.co/Pu6XL86hcG",Positive
16219,61171,"Birmingham, England",21-03-2020,"The social stigma on panic buying should be as bad as for many crimes. These selfish %^&amp;*Â£ who are hoarding loo roll, dry pasta and rice should be called out for what they are. #Covid_19 #CoronaCrisis
#StayAtHome #lockdown
https://t.co/hBPJOWRhuW

Sent via @updayUK",Extremely Negative
16220,61172,"Birmingham, England",21-03-2020,Actual picture of a supermarket in socialist Venezuela before #Covid_19. And it's EVERY shelf in every shop. Seriously @OfficialSPGB are you really that dumb? #CoronaCrisis #CoronavirusPandemic https://t.co/Ltd7Ub4l8g https://t.co/BYEP4oRZFb,Extremely Negative
16221,61173,"Birmingham, England",21-03-2020,@OfficialSPGB Venezuelan supermarket before #Covid_19. There is no panic buying there because there are no products on the shelf https://t.co/fRJdIxxtyI,Extremely Negative
16223,61175,,21-03-2020,"Thankful for this community that cares. Everyone doing their part to help. To all the grocery store staff throughout the country working hard to help, and all the suppliers/drivers/etc, THANK YOU. #Covid_19 https://t.co/GhBbGsK8T7",Extremely Positive
16224,61176,Lebanon,21-03-2020,Yesterday March 20 government announced total curfew to last from this morning through Tuesday at which point it will announce new measures to allow people to move about for essential services Until then all supermarket are closed even delivery services 19,Positive
16225,61177,"Bronx + Queens, NYC",21-03-2020,"The major need that hospitals across the country are echoing: PPE supplies and equipment.

COVID is set to spike. There arenÂt enough masks, gloves, ventilators, beds, etc to treat people.

Trump needed to order mass production over a week ago to save lives.

He didnÂt. https://t.co/9ZXJPpjYxs",Extremely Positive
16226,61178,"Criminal Solicitor, Wiltshire",21-03-2020,Got to love the fact that while the whole of the UK are trying to support each other &amp; help each other financially @SSE are just increasing their prices! Luckily I have plenty of time on my hands to switch providers! #DoOne #Covid_19 #TheresAlwaysOne,Extremely Positive
16227,61179,South West England,21-03-2020,Apparently the same at appliances direct amp also following an increase in demand for laptops for people working from home they ve unscrupulously increased their prices significantly 19,Positive
16228,61180,North Warwickshire,21-03-2020,For those spotting businesses taking unfair advantage amp hiking prices report them to the competition and markets authority here they ll get there just desserts,Negative
16230,61182,"Roma, Italia",21-03-2020,"Had to line for a while at the supermarket: we enter one at the time to avoid proximity. Smart. Anyway, while we're still facing lockdown in Rome for the #coronavirus and since I finished @huntersonprime last night, that's my piece of advice: Art Spiegelman's 'Maus'. On friends. https://t.co/I5PGb00Pwp",Positive
16231,61183,"Islamabad, Pakistan",21-03-2020,"Why the government of Pakistan isnÂt taking necessary actions to stop COVID-19 such as lockdown?
Also they are not updating the fuel prices, people canÂt wait till 1st and prices should be updated regularly just like in other countries of the world.",Positive
16232,61184,,21-03-2020,We are happy to provide relief to the traders amp people at a time when COVID 19 Pandemic has posed a serious challenge to both brotherly countries Arrival of cargo ll bring down the rising commodity prices in Afghanistan Lets make trade a mean to alleviate poverty on both sides,Positive
16233,61185,,21-03-2020,Shoppers waiting to enter a grocery store in Toronto Canada   practiced social distancing U S   amp Canada   have agreed to close the border between the two countries to non essential traffic as the spreads,Positive
16234,61186,Belgium,21-03-2020,Hey @BBCNews stop reinforcing peoples' worries about bare supermarket shelves by showing them constantly in your reports. How about showing trucks being unloaded and shelves stocked instead? #responsiblereporting #Covid_19 #CoronavirusPandemic #coronavirus #stockpilingUK,Extremely Negative
16235,61187,Reality,21-03-2020,"https://t.co/oNQbpQcjYm

Idiots!!! #coughing #Covid_19 #wuhan #coronavirus #coughingchallenge #grocerystorechallenge  #coronaviruschallenge

Fucking retards. I hope you stupid idiots get sick.",Negative
16236,61188,"Suffolk, VA 23434",21-03-2020,We want to ensure you know that our home delivery routes are continuing to run as normal We have seen a growth in demand due to the COVID 19 pandemic and we are eager to deliver the food our communities need right ,Extremely Positive
16237,61189,USA,21-03-2020,"Back in stock:Hot seller:
Rubbermaid Easy Find Vented Lids Food Storage Containers, Set of 21 (42 Pieces Total), Racer Red
4.6 stars
Price: $19.9
https://t.co/4ikowsGiKE
#SaturdayShopping #covid_19 https://t.co/61QJeJLGFP",Positive
16238,61190,Global,21-03-2020,Covid 19 It s difficult for all much harder for some life or death for many I ve always been a believer in small acts of kindness Many elderly vulnerable can t use online shopping I tried to order for someone today a stranger to me but in need amp encountered the result 1 3,Negative
16239,61191,Florida,21-03-2020,"Do you agree that grocery store workers deserve hazard pay? I do. Please RETWEET and sign #CoronavirusPandemic #COVID?19 #Covid_19 #coronavirus #selfquarantine #SelfQuarantineChallenge 
https://t.co/gFPnD3n2t1",Positive
16240,61192,"Wellington, Somerset",21-03-2020,the NIH has spent 700M on coronavirus research governments should govern the process to ensure prices are fair bring a stakeholder approach to the center of capitalism The crisis is a chance to do capitalism differently,Positive
16241,61193,"Doha, Qatar",21-03-2020,"Manchester City and Manchester United donate Â£50,000 each in support of local food banks, in response to the growing demand following the COVID-19 outbreak. @ManUtd @ManCity #Corona https://t.co/uoQPsn7kDc",Extremely Positive
16242,61194,,21-03-2020,Some grocery stores are holding special hours for seniors amp people with disabilities If you know of more comment below Grateful for our grocery store workers who are working around the clock to restock shelves keep their store clean amp help our community,Extremely Positive
16243,61195,"Norfolk, England",21-03-2020,Coronavirus Covid 19 Update 20th March 2020 11 55pm Deepdale Stores our supermarket is open amp maintaining good stock levels and are closed is closed as the government has asked all restaurants to close,Positive
16244,61196,,21-03-2020,"Coronavirus COVID-19: Facebook bans ads on test kits, hand sanitizers
In a separate Twitter thread, Rob Leathern, Lead - Trust/Integrity team at Facebook, wrote that the move is to ""help protect against inflated prices and predatory behaviour we're seeing,"" adding, ""We'll beÂ https://t.co/e49zUcJV70",Extremely Positive
16245,61197,"Gda?sk, Polska",21-03-2020,"What the fuck is toilet paper?!????
#2050 #Covid_19 #CoronavirusPandemic #toiletpaper #tissuepaperchallenge #tissuepaperchallenge #ToiletPaperApocalypse #coronavirus #Corona https://t.co/pAYAbVjIfu",Negative
16246,61198,"Atlanta, GA",21-03-2020,My partner manages a Target In the past two days he has been screamed at and ripped apart by customers it s emotional abuse If you go to a store right now you should be an ANGEL   retail families are risking our lives for you,Extremely Negative
16247,61199,"Durham, NC",21-03-2020,Our neighborhood grocery store is limiting the number of people who can go in and dispensing hand sanitizer for every person as they go on. Good to see leadership at the local level despite an utter lack of it at the national level. #Covid_19 https://t.co/pOEOGNtkZ9,Extremely Positive
16248,61200,,21-03-2020, To the NHS staff The nurses amp doctors The teachers amp exhausted supermarket shelf stackers Thank you   Words from to all the people working round the clock to care for amp protect us safe to say these words echo everyone s thoughts right now 19,Extremely Positive
16249,61201,"Ikoyi, Lagos",21-03-2020,"Manchester City and Manchester United have donated a combined Â£100,000 to help food banks in Greater Manchester meet increased demand from vulnerable people as a result of the coronavirus (COVID-19) pandemic.",Extremely Positive
16250,61202,"Marina del Rey, CA",21-03-2020,at does not pay off This picture was taken yesterday at location   credit Howard Fine,Positive
16251,61203,SE Wisconsin and Metro Chicago,21-03-2020,"In response to the latest developments of the coronavirus (COVID-19) outbreak, Goodwill Industries of Southeastern Wisconsin &amp; Metro Chicago will temporarily close its 70 Retail Store &amp; Donation Centers, effective immediately: https://t.co/5NZ7XvC9dI https://t.co/OUrsUCXeQK",Positive
16252,61204,,21-03-2020,"@shawnsaura Hello! As COVID-19 has spread, we've recently seen an increase in people shopping online. Some of our delivery promises are longer than usual, but we're working around the clock to ship items as quickly as we're able to. Thank you for your und",Extremely Positive
16253,61205,,21-03-2020,"COVID-19: We have recently seen an increase in people shopping online. In the short term, this is having an impact on how we serve our customers. You will notice that we are currently out of stock on some brands &amp; items in household staples categories. https://t.co/nihu3wEV8U",Positive
16254,61206,"Cheltenham, England",21-03-2020,I would like to say a genuine heartfelt thank you to all of our NHS workers supermarket workers and everyone else who has gone above and beyond the call of duty during these difficult times Be kind to one another Always   19,Extremely Positive
16255,61207,,21-03-2020,The shortage has become so emblematic of the crisis that government federal amp state and the private sector should make this a priority Targeting and fixing this single problem may dial back the panic and instill the sense that we ll get through this,Extremely Negative
16256,61208,,21-03-2020,"Does anybody have a sound explanation for the ""panic buying"" yet? Our country is swimming in food. Food availability probably hasn't changed. How much pasta and toilet roll can you actually use and store. We throw away tons of food a year. #CoronaCrisis",Negative
16257,61209,Upstate NY,21-03-2020,Chest pain and trouble breathing going to a drive up clinic to be tested for the flu get an ekg and possibly be tested for 19 Although I ve been in isolation I went to the grocery store 5 days ago and I m high risk Wish me luck more later,Extremely Negative
16259,61211,"New York, NY",21-03-2020,"OK. Where the F are the parents of these asshole kids? No excuse for this behavior and don't tell me ""their just young"" cause they are young assholes and I don't care. 
#GenZ #Covid_19
Trending: Out-of-control teenagers coughing on grocery store produce https://t.co/2IY1s2Us7J",Positive
16260,61212,"Tonypandy ,Rhondda WALES.",21-03-2020,So I m trying to stay at home because I have bad asthma but every time I brave leaving the house and go to the supermarket there s nothing left I don t have a car A friend is posting me toilet paper 19,Extremely Positive
16262,61214,"Calgary, Alberta, Canada",21-03-2020,"My response to COVID-19, the global economic climate, challenging oil prices, reduced human connection, lives lost too soon, businesses (kick ass local businesses...) facing challenges they couldnÂt have evenÂ https://t.co/E8E8R4KOEO",Negative
16263,61215,"Karachi,Pakistan",21-03-2020,@RabiaHashmat Yes agreed at least in Pakistan sale should be limited to online stores because people here have not that much awareness to make distant queues while going for shopping to avoid #Coronavirus infection,Positive
16264,61216,Manchester,21-03-2020,I came off a 56 hour Care shift tonight all I wanted to do is to go and get some shopping but by the time I got to the supermarket the shelves were wiped out! Everyone needs to stop panic buying there are those that donÂt have the luxury to visit shops first thing  #Covid_19,Extremely Negative
16266,61218,"North West, England",21-03-2020,"#coronavirus Panic buyers should be 'ashamed' of themselves @blackburndarwen
@HyndburnCouncil @RossendaleBC @RibbleValleyBC
@burnleycouncil 

https://t.co/Q6EkoU7Gfi",Extremely Negative
16267,61219,,21-03-2020,"@BorisJohnson could you support and extend schemes like https://t.co/7tAmGyH59R to help NHS and other front line workers who arenÂt able to shop? Or priority delivery slots for online shopping? Front line staff are doing an amazing job, letÂs look after",Extremely Positive
16269,61221,Madrid o Cercedilla,21-03-2020,"Bueno, voy a salir al sÃºper a por comida para la familia, este gif me representa #Covid_19. Ok, I'm going to the neighborhood supermarket in  Madrid, #Spain, to buy some food for my family and I... all #LockedDown in #Quarantine. As a #geek this represents me now? @PowerRangers https://t.co/ztTvUdSuvJ",Positive
16270,61222,Cape Verde,21-03-2020,Does anyone know about a way of getting food delivered at home in the UK A friend of mine has 19 symptoms and should not be going out but all supermarket apps have nothing available for weeks He is based in Any advice would be great uk,Extremely Positive
16271,61223,India,21-03-2020,"@HitachiHomes wanted to buy a split AC, your auth. resellers asks me to visit showroom for prices and rates. CanÂt inform on Phone. No social distancing here I guess. And yes, really lack lustre attitude towards customer, as if Hitachi is least intereste",Negative
16272,61224,?,21-03-2020,Can the government please penalize the private hospitals that charge a hefty amount in the tests that indicate Covid 19 Failed to do so will only lead to an increase in the no of cases as the majority can t afford these prices,Negative
16273,61225,"Maryland, USA",21-03-2020,Sure COVID 19 is crazy But you know what s really crazy THESE PRICES ON MATTRESSES,Negative
16275,61227,pattukkottai,21-03-2020,"@Vijayabaskarofl @DrBeelaIAS Tq for making the #Covid_19 precautions better. At the same time the DMK leader @mkstalin giving free face mask,hand sanitizer to the people. In outside the Face mask prices are high &amp; there are shortages..Y not govt is of",Extremely Positive
16276,61228,,21-03-2020,Boris Johnson ordered the closure of the hospitality and entertainment sectors from Saturday amid fears the NHS could be overwhelmed by Covid 19 cases,Positive
16277,61229,,21-03-2020,Supermarkets feeling the impact of COVID 19 I watched a young couple stuffing raw chicken into a suitcase Staff and shoppers speak of locust at busy Edinburgh supermarket,Positive
16278,61230,"England, United Kingdom",21-03-2020,"Can't have eggs with my fry-up today thanks Britain.  #StopHoarding 
#coronavirus",Positive
16280,61232,"43.52247,13.23519",21-03-2020,Until this morning this supermarket in Belgium warned that cash payment is not accepted They later changed it to this perhaps on discovering art 128 1 TFEU on legal tender in the euro area Now I wonder if there is room to suspend the legal tender law under 19 threat,Extremely Negative
16281,61233,"London, England",21-03-2020,@10DowningStreet #Covid_19 can you ask supermarkets in the UK to introduce priority online shopping for households with elderly or vulnerable persons. Many elderly (my mother included) are finding it difficult to get a delivery slot under a week?,Negative
16283,61235,"Maryland, USA",21-03-2020,I just got my first Â donÂt get too close to meÂ at the grocery store today ? in my head i was like ÂLady even without #Covid_19 I wouldnÂt get close to youÂ #QuarantineActivities,Positive
16284,61236,,21-03-2020,#notgoingout https://t.co/ACGwETNKIi shame these utter idiots are.. this isnt a joke. just look at the horrendous scene's in Italy do you really want that here?,Extremely Negative
16285,61237,Shanghai Portland SanFrancisco,21-03-2020,"As unemployment in the US may hit ~20%, employer based #healthinsurance is clearly a failure. #COVID19 #Covid_19 is highlighting already exposed crises of our #PoliticalEconomy: need for #MedicareForAll, healthcare &amp; housing = Âconsumer spendingÂ, #BullshitJobs, etc.",Negative
16286,61238,"Kampala, Uganda",21-03-2020,"@GovUganda should come out clearly to regulate the prices of basic house hold commodities like salt, soap, foods etc. We are in a pandemonium state, a true state of emergency @Covid 19 that no one should take advantage of. @mtic_uganda @mkainerugaba @AKya",Extremely Positive
16288,61240,"Auckland, NZ",21-03-2020,"Weekly shop at supermarket. 

We need toilet paper.

But I don't want to be one of THOSE people. Uh-oh. Damn you covid-19! What have you made us?",Negative
16290,61242,Loch Leven,21-03-2020,@sainsburys @MattHancock @fabsab5 IsnÂt it a *really* bad idea to bring NHS workers and the older population together in stores at the same time? #coronavirus #Covid_19 https://t.co/gG5h6NVj5O,Negative
16291,61243,"London, England",21-03-2020,"Dear Supermarkets

On behalf of the higher IQ. PLEASE create a dedicated aisle or two with the essentials. Block it and police it and stock gradually during day.

@sainsburys
@tesco
@asda
@marksandspencer
@morrisons
@lidlGB
@AldiUK 

#CoronaCrisisuk
#coronavirus
#StopHoarding",Extremely Positive
16292,61244,York,21-03-2020,has finally made me truly embrace the tradition I grew up seeing my parents practice with our elderly neighbors  heading to the grocery store need anything  ,Extremely Positive
16293,61245,"Charleston, SC",21-03-2020,"When you're a grocery store worker and you see the huge rush of people come in at opening time.

#coronavirus #CoronavirusPandemic #Covid_19 https://t.co/pUePGDgqmE",Positive
16294,61246,"Derbyshire, England",21-03-2020,Please don't be a but supermarket tard #Covid_19 #coronavirus #StayAtHome,Extremely Negative
16297,61249,Coventry,21-03-2020,"@SkyUK So. With job losses. COVID-19 and the while sh*t storm going on, YOU have decided to INCREASE PRICES from April 1st ??? Really....??? Now, doesn't that sound like something you SHOULDN'T be doing right now?",Positive
16299,61251,The North,21-03-2020,"Someone I know potentially has Covid-19, they are going to run out of food in 2-3 days. 

They can't get anything delivered due to overwhelming demand and don't know anyone in the area that can help. 

What are they supposed to do?",Positive
16300,61252,"Hatch End, London",21-03-2020,"WeÂve found @eBay_UK brilliant in buying supplies, so if anyone is in need of anything, thatÂs your place, great prices, quick delivery ? #Covid_19 #covid19UK",Extremely Positive
16301,61253,The Rd from Monroe to Angeline,21-03-2020,To all the people panic buying and stripping supermarket shelves like a plague of locusts you should be ashamed of yourselves. Nurses &amp; doctors need food too. Received today on the ward where my daughter works. A random act of kindness that meant so much to the staff. #Covid_19 https://t.co/QB7eJ118XQ,Negative
16302,61254,Snowdonia,21-03-2020,Somewhere in Oxfordshire is a supermarket trying to figure out why there an increase in sales of estrella and paella at this time 19,Positive
16303,61255,"Coleraine, Northern Ireland",21-03-2020,There are 22 new positive cases of in Northern Ireland bringing the total number of cases to 108 in the largest daily increase to date Meanwhile your local supermarket and shopping centre is packed with families as if it s a normal Saturday,Extremely Positive
16304,61256,York,21-03-2020,"If you know someone working in a supermarket, give them a call/text/etc cos they are having to put up with quite a bit of responsibility right now and might need a bit of support as well #Covid_19",Positive
16305,61257,"Kalispell, MT",21-03-2020,"Tonight's @FlatheadBeacon COVID-19 podcast is now available. Managing Editor Myers Reece shares how food banks and homeless shelters are responding to surging demand. Plus, news breaks about Flathead County's first two confirmed cases. #MTNews 

https://t.co/2RaG8heqRf",Positive
16306,61258,Here and there,21-03-2020,"Don't know if it's just my local supermarket, but when I was last there I saw people walking past boxes full of fresh fruit and veg, carrying tins of peas, bags of dry pasta and as many eggs as they could hold.

What the hell are people cooking!? #panicbuying #Covid_19",Extremely Negative
16307,61259,"Atlanta, GA",21-03-2020,"Organized crime rollout....

#coronavirus #toiletpaper #ToiletPaperApocalypse #toiletpapershortage #toiletpaper #comics #cartoon #humor #humorcoronavirus #funny https://t.co/wTP6zc2wuu",Negative
16308,61260,,21-03-2020,"ThatÂs him right there Sir, The Good Czar, The Strong Man for Russia, The Iron Joe, The Vladimir Putin. ???? https://t.co/w7uZKZMqTK",Extremely Positive
16309,61261,European Union ??,21-03-2020,"First it was toilet paper &amp; pasta greed - now it's #CoronaTourism. Villages around the UK have an influx of second-homers &amp; holiday let renters. In my village, locals are struggling &amp; our health facilities at capacity, without selfish, entitled gits overwhelming them. Stay away.",Negative
16310,61262,"Scotland, United Kingdom",21-03-2020,I ve not panic bought anything Just doing little top up shops We got all the food out of the cupboards and freezer and did an inventory We won t need to do a food shop for about a month Eat what you already have you mongs,Extremely Positive
16311,61263,"Scotland, United Kingdom",21-03-2020,Derek Clarke pharmacy profiteering from the current COVID 19 pandemic by excessively increasing the prices of our hand sanitisers Read More on this UK News In Pictures News,Positive
16312,61264,changes daily,21-03-2020,Supermarket employees are anxious about work and with many other retailers closed grocery workers are on the front lines of the COVID 19 outbreak gt gt,Positive
16314,61266,Chicago,21-03-2020,"Starting tomorrow the state is mandating #StayAtHome so tonight...IÂm NOT rushing to the grocery store. DonÂt panic, donÂt hoard, and weÂll all be good! #Covid_19 #Chicago",Negative
16315,61267,new york city,21-03-2020,"#coronavirus #Covid_19 #CoronavirusPandemic #nyc Right before hitting up food bazaar on northern boulevard, our communication skills were truly tested as we navigated a horde of customers all tightly packed into one supermarket. https://t.co/YwC5CcFXof",Positive
